agency,domain,domaintype,lastmodified,organization,scan_data_url,scantype,/,/cj,/code.json,/coronavirus,/data,/data.json,/developer,/digitalstrategy,/digitalstrategy/FITARAmilestones.json,/digitalstrategy/bureaudirectory.json,/digitalstrategy/costsavings.json,/digitalstrategy/datacenteroptimizationstrategicplan.json,/digitalstrategy/governanceboards.json,/open,/privacy,/redirecttest-foo-bar-baz,/robots.txt,/sitemap.xml,dap_detected,dap_parameters,dap_parameters,domain,domain,invalid,status_code
General Services Administration,federalist-proxy.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-proxy.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-proxy.app.cloud.gov,federalist-proxy.app.cloud.gov,,404
General Services Administration,doitest.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/doitest.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,doitest.ecpic.gov,doitest.ecpic.gov,,200
General Services Administration,doj.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/doj.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,doj.ecpic.gov,doj.ecpic.gov,,200
General Services Administration,hudtest.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/hudtest.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,hudtest.ecpic.gov,hudtest.ecpic.gov,,200
General Services Administration,dojtest.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/dojtest.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,dojtest.ecpic.gov,dojtest.ecpic.gov,,200
General Services Administration,domains.dotgov.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/domains.dotgov.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA&subagency=DOTGOVREGISTRY,agency=GSA&subagency=DOTGOVREGISTRY,domains.dotgov.gov,domains.dotgov.gov,,200
General Services Administration,https.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/https.app.cloud.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,https.app.cloud.gov,https.app.cloud.gov,,200
General Services Administration,doc.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/doc.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,doc.ecpic.gov,doc.ecpic.gov,,200
General Services Administration,globaldevelopment.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/globaldevelopment.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,globaldevelopment.data.gov,globaldevelopment.data.gov,,200
General Services Administration,hamilton.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/hamilton.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,hamilton.app.cloud.gov,hamilton.app.cloud.gov,,404
General Services Administration,federalist-b146cf1e-c756-4b1f-bb83-c516cac94fbb.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-b146cf1e-c756-4b1f-bb83-c516cac94fbb.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-b146cf1e-c756-4b1f-bb83-c516cac94fbb.app.cloud.gov,federalist-b146cf1e-c756-4b1f-bb83-c516cac94fbb.app.cloud.gov,,200
General Services Administration,federalist-cf8341ad-ca07-488c-bd96-0738014c79ca.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-cf8341ad-ca07-488c-bd96-0738014c79ca.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-cf8341ad-ca07-488c-bd96-0738014c79ca.app.cloud.gov,federalist-cf8341ad-ca07-488c-bd96-0738014c79ca.app.cloud.gov,,404
General Services Administration,federalist-cfade689-2192-403e-a4d0-0335f68f0203.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-cfade689-2192-403e-a4d0-0335f68f0203.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-cfade689-2192-403e-a4d0-0335f68f0203.app.cloud.gov,federalist-cfade689-2192-403e-a4d0-0335f68f0203.app.cloud.gov,,404
General Services Administration,edtest.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/edtest.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,edtest.ecpic.gov,edtest.ecpic.gov,,200
General Services Administration,federalist-e9cffb99-9f28-4e6c-83f8-130e5a03a9f7.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-e9cffb99-9f28-4e6c-83f8-130e5a03a9f7.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-e9cffb99-9f28-4e6c-83f8-130e5a03a9f7.app.cloud.gov,federalist-e9cffb99-9f28-4e6c-83f8-130e5a03a9f7.app.cloud.gov,,404
General Services Administration,education.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/education.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,education.data.gov,education.data.gov,,200
General Services Administration,federalist-ecc58765-2903-48b3-920c-5d93318ad084.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-ecc58765-2903-48b3-920c-5d93318ad084.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-ecc58765-2903-48b3-920c-5d93318ad084.app.cloud.gov,federalist-ecc58765-2903-48b3-920c-5d93318ad084.app.cloud.gov,,404
General Services Administration,home.dotgov.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/home.dotgov.gov.json,200scanner,200,404,404,404,200,404,404,404,404,404,404,404,404,404,200,404,404,404,True,agency=GSA,agency=GSA,home.dotgov.gov,home.dotgov.gov,,200
General Services Administration,fedramp.sitesusa.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fedramp.sitesusa.app.cloud.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,fedramp.sitesusa.app.cloud.gov,fedramp.sitesusa.app.cloud.gov,,404
General Services Administration,jobs.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/jobs.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,jobs.data.gov,jobs.data.gov,,200
General Services Administration,grantsfeedback.cfo.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/grantsfeedback.cfo.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,404,404,False,,,grantsfeedback.cfo.gov,grantsfeedback.cfo.gov,,200
General Services Administration,fdicdotgov-prototype-d.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fdicdotgov-prototype-d.app.cloud.gov.json,200scanner,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,False,,,fdicdotgov-prototype-d.app.cloud.gov,fdicdotgov-prototype-d.app.cloud.gov,,403
General Services Administration,fdic-search.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fdic-search.app.cloud.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,,,fdic-search.app.cloud.gov,fdic-search.app.cloud.gov,,200
General Services Administration,fdic-search-d.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fdic-search-d.app.cloud.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,,,fdic-search-d.app.cloud.gov,fdic-search-d.app.cloud.gov,,200
General Services Administration,fdic-wwwdev.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fdic-wwwdev.app.cloud.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,fdic-wwwdev.app.cloud.gov,fdic-wwwdev.app.cloud.gov,,302
General Services Administration,fec-dev-proxy.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fec-dev-proxy.app.cloud.gov.json,200scanner,200,200,200,404,200,200,404,404,404,404,404,404,404,200,404,404,200,404,False,,,fec-dev-proxy.app.cloud.gov,fec-dev-proxy.app.cloud.gov,,200
General Services Administration,elg-search-tools-dev.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/elg-search-tools-dev.app.cloud.gov.json,200scanner,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,False,,,elg-search-tools-dev.app.cloud.gov,elg-search-tools-dev.app.cloud.gov,,401
General Services Administration,geospatial.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/geospatial.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,geospatial.data.gov,geospatial.data.gov,,200
General Services Administration,fec-prod-cms.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fec-prod-cms.app.cloud.gov.json,200scanner,200,200,200,404,200,200,404,404,404,404,404,404,404,200,404,404,404,404,True,agency=FEC,agency=FEC,fec-prod-cms.app.cloud.gov,fec-prod-cms.app.cloud.gov,,200
General Services Administration,federalist-48b3228b-0241-4802-9442-e08ff5c3e680.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-48b3228b-0241-4802-9442-e08ff5c3e680.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,agency=GSA,agency=GSA,federalist-48b3228b-0241-4802-9442-e08ff5c3e680.app.cloud.gov,federalist-48b3228b-0241-4802-9442-e08ff5c3e680.app.cloud.gov,,200
General Services Administration,federalist-c15eda78-ad4f-46bc-ac6b-eb043d9f3780.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-c15eda78-ad4f-46bc-ac6b-eb043d9f3780.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,,,federalist-c15eda78-ad4f-46bc-ac6b-eb043d9f3780.app.cloud.gov,federalist-c15eda78-ad4f-46bc-ac6b-eb043d9f3780.app.cloud.gov,,200
General Services Administration,federalist-5c2872ea-87d9-467b-9128-d0c258e40525.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-5c2872ea-87d9-467b-9128-d0c258e40525.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-5c2872ea-87d9-467b-9128-d0c258e40525.app.cloud.gov,federalist-5c2872ea-87d9-467b-9128-d0c258e40525.app.cloud.gov,,404
General Services Administration,federalist-c58f58dc-a215-4616-a54c-12b5eb011096.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-c58f58dc-a215-4616-a54c-12b5eb011096.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-c58f58dc-a215-4616-a54c-12b5eb011096.app.cloud.gov,federalist-c58f58dc-a215-4616-a54c-12b5eb011096.app.cloud.gov,,404
General Services Administration,federalist-e9c24948-6a42-4d93-94cd-6dbacf6299bd.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-e9c24948-6a42-4d93-94cd-6dbacf6299bd.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-e9c24948-6a42-4d93-94cd-6dbacf6299bd.app.cloud.gov,federalist-e9c24948-6a42-4d93-94cd-6dbacf6299bd.app.cloud.gov,,404
General Services Administration,federalist-e9fbf095-6ef5-4a1b-adc3-eb073eb79eec.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-e9fbf095-6ef5-4a1b-adc3-eb073eb79eec.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,federalist-e9fbf095-6ef5-4a1b-adc3-eb073eb79eec.app.cloud.gov,federalist-e9fbf095-6ef5-4a1b-adc3-eb073eb79eec.app.cloud.gov,,404
General Services Administration,health.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/health.data.gov.json,200scanner,200,404,404,404,404,200,404,404,404,404,404,404,404,404,404,404,200,404,True,"agency=hhs&subagency=healthdata&sitetopic=health&siteplatform=drupal-8&sdor=healthdata.gov&dclink=true&yt=true&autotracker=true&sp=sitesearchtracking,q&enhlink=true&parallelcd=false&cto=24","agency=hhs&subagency=healthdata&sitetopic=health&siteplatform=drupal-8&sdor=healthdata.gov&dclink=true&yt=true&autotracker=true&sp=sitesearchtracking,q&enhlink=true&parallelcd=false&cto=24",health.data.gov,health.data.gov,,200
General Services Administration,federalist-fe6e9378-2eb1-4eb8-a686-9f9a574a410d.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-fe6e9378-2eb1-4eb8-a686-9f9a574a410d.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-fe6e9378-2eb1-4eb8-a686-9f9a574a410d.app.cloud.gov,federalist-fe6e9378-2eb1-4eb8-a686-9f9a574a410d.app.cloud.gov,,404
General Services Administration,itsymposium.cio.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/itsymposium.cio.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,itsymposium.cio.gov,itsymposium.cio.gov,,200
General Services Administration,fedramp-develop.fr.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fedramp-develop.fr.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,fedramp-develop.fr.cloud.gov,fedramp-develop.fr.cloud.gov,,404
General Services Administration,inventory-bsp.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/inventory-bsp.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,agency=GSA,agency=GSA,inventory-bsp.data.gov,inventory-bsp.data.gov,,200
General Services Administration,ethics.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/ethics.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,ethics.data.gov,ethics.data.gov,,200
General Services Administration,mobile.cio.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/mobile.cio.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,,,mobile.cio.gov,mobile.cio.gov,,200
General Services Administration,inventory-twood-bold-platypus-oa.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/inventory-twood-bold-platypus-oa.app.cloud.gov.json,200scanner,200,404,404,404,404,200,404,404,404,404,404,404,404,404,404,404,200,404,True,agency=GSA,agency=GSA,inventory-twood-bold-platypus-oa.app.cloud.gov,inventory-twood-bold-platypus-oa.app.cloud.gov,,200
General Services Administration,federalist-1e54178d-71d7-40b0-98ea-9b28c0a7e6cd.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-1e54178d-71d7-40b0-98ea-9b28c0a7e6cd.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-1e54178d-71d7-40b0-98ea-9b28c0a7e6cd.app.cloud.gov,federalist-1e54178d-71d7-40b0-98ea-9b28c0a7e6cd.app.cloud.gov,,404
General Services Administration,federalist-217d62ed-a40b-4e63-ab27-952ee578ef00.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-217d62ed-a40b-4e63-ab27-952ee578ef00.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-217d62ed-a40b-4e63-ab27-952ee578ef00.app.cloud.gov,federalist-217d62ed-a40b-4e63-ab27-952ee578ef00.app.cloud.gov,,404
General Services Administration,federalist-4be496a3-cca3-4187-b4d4-c3d573ae3139.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-4be496a3-cca3-4187-b4d4-c3d573ae3139.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-4be496a3-cca3-4187-b4d4-c3d573ae3139.app.cloud.gov,federalist-4be496a3-cca3-4187-b4d4-c3d573ae3139.app.cloud.gov,,404
General Services Administration,foodsecurity.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/foodsecurity.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,foodsecurity.data.gov,foodsecurity.data.gov,,200
General Services Administration,lookforwatersense-dev.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/lookforwatersense-dev.app.cloud.gov.json,200scanner,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,False,,,lookforwatersense-dev.app.cloud.gov,lookforwatersense-dev.app.cloud.gov,,401
General Services Administration,gsatest-p.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/gsatest-p.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,gsatest-p.ecpic.gov,gsatest-p.ecpic.gov,,200
General Services Administration,main-s.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/main-s.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,main-s.ecpic.gov,main-s.ecpic.gov,,200
General Services Administration,https.cio.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/https.cio.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,https.cio.gov,https.cio.gov,,200
General Services Administration,hud.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/hud.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,hud.ecpic.gov,hud.ecpic.gov,,200
General Services Administration,login.fr.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/login.fr.cloud.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,False,,,login.fr.cloud.gov,login.fr.cloud.gov,,200
General Services Administration,labs.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/labs.data.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,agency=GSA,agency=GSA,labs.data.gov,labs.data.gov,,200
General Services Administration,landing.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/landing.app.cloud.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,True,agency=GSA&subagency=18F,agency=GSA&subagency=18F,landing.app.cloud.gov,landing.app.cloud.gov,,200
General Services Administration,nsteps-stage.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/nsteps-stage.app.cloud.gov.json,200scanner,200,404,404,404,200,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,nsteps-stage.app.cloud.gov,nsteps-stage.app.cloud.gov,,200
General Services Administration,nara.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/nara.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,nara.ecpic.gov,nara.ecpic.gov,,200
General Services Administration,itmodernization.cio.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/itmodernization.cio.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,itmodernization.cio.gov,itmodernization.cio.gov,,200
General Services Administration,pfabankapi.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/pfabankapi.app.cloud.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=FDIC&pua=ua-33523145-2,agency=FDIC&pua=ua-33523145-2,pfabankapi.app.cloud.gov,pfabankapi.app.cloud.gov,,200
General Services Administration,pfabankapi-n.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/pfabankapi-n.app.cloud.gov.json,200scanner,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,False,,,pfabankapi-n.app.cloud.gov,pfabankapi-n.app.cloud.gov,,403
General Services Administration,iwaste-proto.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/iwaste-proto.app.cloud.gov.json,200scanner,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,200,401,False,,,iwaste-proto.app.cloud.gov,iwaste-proto.app.cloud.gov,,200
General Services Administration,next.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/next.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,agency=GSA,agency=GSA,next.data.gov,next.data.gov,,200
